sort01,sort02,species,replicate,individual,site,age,age_exact,date,start_end,census,interval,year,year_div,segment,node_below,node_above,plant_status,use_status,stem_weight,leaf_weight,root_weight,diameter_1,diameter_2,diameter_3,diameter_ave,total_stem_weight,total_leaf_weight,total_plant_weight,height,notes
1034,,GRSP,114,GRSP_114,Waratah2011,1.4,1.4,13-Jun-13,end,18,,2013,2013,2,1,2,alive,,458.4,976.6,,2.3,,,2.3,1096.4,2245.8,3342.2,,previously GRBU_104
1035,,GRSP,114,GRSP_114,Waratah2011,1.4,1.4,29-Jun-12,start,4,1,2012,2012,3,2,3,alive,,,,,,,,,,,,,previously GRBU_104
1036,,GRSP,114,GRSP_114,Waratah2011,1.4,1.4,13-Jun-13,end,18,,2013,2013,3,2,3,alive,,638,1269.2,,1.71,,,1.71,638,1269.2,1907.2,,previously GRBU_104
1037,,GRSP,116,GRSP_116,Waratah2011,1.4,1.4,29-Jun-12,start,4,1,2012,2012,1,0,1,alive,use,,,,1.87,1.85,1.95,1.89,,,,225,previously GRBU_106
1038,,GRSP,116,GRSP_116,Waratah2011,1.4,1.4,13-Jun-13,end,18,,2013,2013,1,0,1,alive,use,3712,4127.7,,6.68,6.58,6.81,6.69,7768.4,11501.1,19269.5,405,previously GRBU_106
1039,,GRSP,116,GRSP_116,Waratah2011,1.4,1.4,29-Jun-12,start,4,1,2012,2012,2,1,2,alive,,,,,1.42,,,1.42,,,,,previously GRBU_106
1040,,GRSP,116,GRSP_116,Waratah2011,1.4,1.4,13-Jun-13,end,18,,2013,2013,2,1,2,alive,,3240,5990,,3.81,,,3.81,4056.4,7373.4,11429.8,,previously GRBU_106
1041,,GRSP,116,GRSP_116,Waratah2011,1.4,1.4,29-Jun-12,start,4,1,2012,2012,3,2,3,alive,,,,,,,,,,,,,previously GRBU_106
1042,,GRSP,116,GRSP_116,Waratah2011,1.4,1.4,13-Jun-13,end,18,,2013,2013,3,2,3,alive,,816.4,1383.4,,2.62,,,2.62,816.4,1383.4,2199.8,,previously GRBU_106
1043,3147,HATE,103,HATE_103,Waratah2011,1.4,1.4,4-May-12,start,2,1,2012,2012,1,0,1,alive,use,,,,2.96,,,2.96,,,,215,
1044,1147,HATE,103,HATE_103,Waratah2011,1.4,1.4,4-Jun-13,end,17,,2013,2013,1,0,1,alive,use,3237.2,1812.8,,7.75,7.77,7.82,7.78,7853.5,17690.8,25544.3,490,
1045,3487,HATE,103,HATE_103,Waratah2011,1.4,1.4,4-May-12,start,2,1,2012,2012,2,1,2,alive,,,,,1.87,,,1.87,,,,,
1046,1487,HATE,103,HATE_103,Waratah2011,1.4,1.4,4-Jun-13,end,17,,2013,2013,2,1,2,alive,,4280,14170,,5.43,,,5.43,4616.3,15878,20494.3,,
1047,3541,HATE,103,HATE_103,Waratah2011,1.4,1.4,4-May-12,start,2,1,2012,2012,3,2,3,alive,,,,,,,,,,,,,
1048,1541,HATE,103,HATE_103,Waratah2011,1.4,1.4,4-Jun-13,end,17,,2013,2013,3,2,3,alive,,336.3,1708,,2.58,,,2.58,336.3,1708,2044.3,,
1049,3484,HATE,104,HATE_104,Waratah2011,1.4,1.4,4-May-12,start,2,1,2012,2012,1,0,1,alive,use,,,,1.98,,,1.98,,,,141,
1050,1484,HATE,104,HATE_104,Waratah2011,1.4,1.4,4-Jun-13,end,17,,2013,2013,1,0,1,alive,use,832.5,882.2,,4.49,4.59,,4.54,1450.3,4267.2,5717.5,420,1a
1051,3483,HATE,104,HATE_104,Waratah2011,1.4,1.4,4-May-12,start,2,1,2012,2012,2,1,2,alive,,,,,,,,,,,,,
1052,1483,HATE,104,HATE_104,Waratah2011,1.4,1.4,4-Jun-13,end,17,,2013,2013,2,1,2,alive,,218.9,963.5,,2.83,,,2.83,617.8,3385,4002.8,,
1053,3485,HATE,104,HATE_104,Waratah2011,1.4,1.4,4-May-12,start,2,1,2012,2012,3,2,3,alive,,,,,,,,,,,,,
1054,1485,HATE,104,HATE_104,Waratah2011,1.4,1.4,4-Jun-13,end,17,,2013,2013,3,2,3,alive,,398.9,2421.5,,2.2,,,2.2,398.9,2421.5,2820.4,,
1055,3478,HATE,105,HATE_105,Waratah2011,1.4,1.4,4-May-12,start,2,1,2012,2012,1,0,1,alive,use,,,,2.56,,,2.56,,,,155,
1056,1478,HATE,105,HATE_105,Waratah2011,1.4,1.4,4-Jun-13,end,17,,2013,2013,1,0,1,alive,use,1060.2,1276.5,,5.11,5.32,4.93,5.12,2271.7,5641.7,7913.4,660,
1057,3477,HATE,105,HATE_105,Waratah2011,1.4,1.4,4-May-12,start,2,1,2012,2012,2,1,2,alive,,,,,,,,,,,,,
1058,1477,HATE,105,HATE_105,Waratah2011,1.4,1.4,4-Jun-13,end,17,,2013,2013,2,1,2,alive,,1211.5,4365.2,,3.52,,,3.52,1211.5,4365.2,5576.7,,
1059,3544,HATE,106,HATE_106,Waratah2011,1.4,1.4,4-May-12,start,2,1,2012,2012,1,0,1,alive,use,,,,1.83,,,1.83,,,,125,
1060,1544,HATE,106,HATE_106,Waratah2011,1.4,1.4,4-Jun-13,end,17,,2013,2013,1,0,1,alive,use,902.1,2020.2,,3.75,3.9,3.91,3.85,1637.5,4713.9,6351.4,460,
1061,3548,HATE,106,HATE_106,Waratah2011,1.4,1.4,4-May-12,start,2,1,2012,2012,2,1,2,alive,,,,,0.98,,,0.98,,,,,
1062,1548,HATE,106,HATE_106,Waratah2011,1.4,1.4,4-Jun-13,end,17,,2013,2013,2,1,2,alive,,735.4,2693.7,,2.89,,,2.89,735.4,2693.7,3429.1,,
1063,3490,HATE,107,HATE_107,Waratah2011,1.4,1.4,4-May-12,start,2,1,2012,2012,1,0,1,alive,use,,,,1.19,,,1.19,,,,80,
1064,1490,HATE,107,HATE_107,Waratah2011,1.4,1.4,4-Jun-13,end,17,,2013,2013,1,0,1,alive,use,292.2,233.5,,3.28,3.24,3.22,3.25,584,2465.7,3049.7,250,
1065,3489,HATE,107,HATE_107,Waratah2011,1.4,1.4,4-May-12,start,2,1,2012,2012,2,1,2,alive,,,,,,,,,,,,,
1066,1489,HATE,107,HATE_107,Waratah2011,1.4,1.4,4-Jun-13,end,17,,2013,2013,2,1,2,alive,,291.8,2232.2,,2.38,,,2.38,291.8,2232.2,2524,,
1067,3481,HATE,108,HATE_108,Waratah2011,1.4,1.4,4-May-12,start,2,1,2012,2012,1,0,1,alive,use,,,,1.28,,,1.28,,,,135,
1068,1481,HATE,108,HATE_108,Waratah2011,1.4,1.4,4-Jun-13,end,17,,2013,2013,1,0,1,alive,use,886.9,763.5,,4.23,4.43,4.36,4.34,1810.7,5302.8,7113.5,535,
1069,3491,HATE,108,HATE_108,Waratah2011,1.4,1.4,4-May-12,start,2,1,2012,2012,2,1,2,alive,,,,,,,,,,,,,
1070,1491,HATE,108,HATE_108,Waratah2011,1.4,1.4,4-Jun-13,end,17,,2013,2013,2,1,2,alive,,923.8,4539.3,,2.72,,,2.72,923.8,4539.3,5463.1,,
1071,3154,HEPU,106,HEPU_106,Waratah2011,1.4,1.4,4-May-12,start,2,1,2012,2012,1,0,1,alive,use,,,,0.89,,,0.89,,,,112,
1072,1154,HEPU,106,HEPU_106,Waratah2011,1.4,1.4,4-Jun-13,end,17,,2013,2013,1,0,1,alive,use,2331.7,788,,4.74,4.95,4.78,4.82,4242.9,1842.4,6085.3,420,
1073,3158,HEPU,106,HEPU_106,Waratah2011,1.4,1.4,4-May-12,start,2,1,2012,2012,1.2,1,9,alive,,,,,0.44,,,0.44,,,,,
1074,1158,HEPU,106,HEPU_106,Waratah2011,1.4,1.4,4-Jun-13,end,17,,2013,2013,1.2,1,9,alive,,809.5,441.8,,2.04,,,2.04,809.5,441.8,1251.3,,
1075,3165,HEPU,106,HEPU_106,Waratah2011,1.4,1.4,4-May-12,start,2,1,2012,2012,2,1,2,alive,,,,,,,,,,,,,
1076,1165,HEPU,106,HEPU_106,Waratah2011,1.4,1.4,4-Jun-13,end,17,,2013,2013,2,1,2,alive,,792.3,423,,2.63,,,2.63,1101.7,612.6,1714.3,,
1077,3156,HEPU,106,HEPU_106,Waratah2011,1.4,1.4,4-May-12,start,2,1,2012,2012,3,2,3,alive,,,,,,,,,,,,,
1078,1156,HEPU,106,HEPU_106,Waratah2011,1.4,1.4,4-Jun-13,end,17,,2013,2013,3,2,3,alive,,309.4,189.6,,1.85,,,1.85,309.4,189.6,499,,
1079,3472,HEPU,107,HEPU_107,Waratah2011,1.4,1.4,4-May-12,start,2,1,2012,2012,1,0,1,alive,use,,,,0.84,,,0.84,,,,123,
1080,1472,HEPU,107,HEPU_107,Waratah2011,1.4,1.4,4-Jun-13,end,17,,2013,2013,1,0,1,alive,use,306.6,388.7,,2.07,2.11,1.8,1.99,354.9,474.9,829.8,310,
1081,3471,HEPU,107,HEPU_107,Waratah2011,1.4,1.4,4-May-12,start,2,1,2012,2012,2,1,2,alive,,,,,,,,,,,,,
1082,1471,HEPU,107,HEPU_107,Waratah2011,1.4,1.4,4-Jun-13,end,17,,2013,2013,2,1,2,alive,,48.3,86.2,,1.48,,,1.48,48.3,86.2,134.5,,
1083,3144,HEPU,108,HEPU_108,Waratah2011,1.4,1.4,15-Jun-12,start,3,1,2012,2012,1,0,1,alive,use,,,,1.04,1.14,1.09,1.09,,,,117,
1084,1144,HEPU,108,HEPU_108,Waratah2011,1.4,1.4,4-Jun-13,end,17,,2013,2013,1,0,1,alive,use,74.8,15.4,,1.73,1.67,1.68,1.69,85.6,41.4,127,98,
1085,3150,HEPU,108,HEPU_108,Waratah2011,1.4,1.4,15-Jun-12,start,3,1,2012,2012,2,1,2,alive,,,,,,,,,,,,,
1086,1150,HEPU,108,HEPU_108,Waratah2011,1.4,1.4,4-Jun-13,end,17,,2013,2013,2,1,2,alive,,10.8,26,,0.56,,,0.56,10.8,26,36.8,,
1087,,HEPU,109,HEPU_109,Waratah2011,1.4,1.4,15-Jun-12,start,3,1,2012,2012,1,0,1,alive,use,,,,0.99,,,0.99,,,,132,
1088,,HEPU,109,HEPU_109,Waratah2011,1.4,1.4,13-Jun-13,end,18,,2013,2013,1,0,1,alive,use,148.9,93.7,,1.9,1.85,1.88,1.88,271.4,238.2,509.6,100,
1089,,HEPU,109,HEPU_109,Waratah2011,1.4,1.4,15-Jun-12,start,3,1,2012,2012,1.2,1,9,alive,,,,,,,,,,,,,
1090,,HEPU,109,HEPU_109,Waratah2011,1.4,1.4,13-Jun-13,end,18,,2013,2013,1.2,1,9,alive,,36.9,54.4,,0.87,,,0.87,36.9,54.4,91.3,,
1091,,HEPU,109,HEPU_109,Waratah2011,1.4,1.4,15-Jun-12,start,3,1,2012,2012,2,1,2,alive,,,,,1.09,,,1.09,,,,,
1092,,HEPU,109,HEPU_109,Waratah2011,1.4,1.4,13-Jun-13,end,18,,2013,2013,2,1,2,alive,,85.6,90.1,,1.29,,,1.29,85.6,90.1,175.7,,
1093,,HEPU,110,HEPU_110,Waratah2011,1.4,1.4,15-Jun-12,start,3,1,2012,2012,1,0,1,alive,use,,,,0.6,,,0.6,,,,85,
1094,,HEPU,110,HEPU_110,Waratah2011,1.4,1.4,13-Jun-13,end,18,,2013,2013,1,0,1,alive,use,139.7,68.4,,1.71,1.68,1.65,1.68,332.2,386.7,718.9,252,
1095,,HEPU,110,HEPU_110,Waratah2011,1.4,1.4,15-Jun-12,start,3,1,2012,2012,2,1,2,alive,,,,,0.35,,,0.35,,,,,
1096,,HEPU,110,HEPU_110,Waratah2011,1.4,1.4,13-Jun-13,end,18,,2013,2013,2,1,2,alive,,175,285.1,,1.56,,,1.56,192.5,318.3,510.8,,
1097,,HEPU,110,HEPU_110,Waratah2011,1.4,1.4,15-Jun-12,start,3,1,2012,2012,3,2,3,alive,,,,,,,,,,,,,
1098,,HEPU,110,HEPU_110,Waratah2011,1.4,1.4,13-Jun-13,end,18,,2013,2013,3,2,3,alive,,17.5,33.2,,0.33,,,0.33,17.5,33.2,50.7,,
1099,,HEPU,111,HEPU_111,Waratah2011,1.4,1.4,15-Jun-12,start,3,1,2012,2012,1,0,1,alive,use,,,,0.85,,,0.85,,,,125,
1100,,HEPU,111,HEPU_111,Waratah2011,1.4,1.4,13-Jun-13,end,18,,2013,2013,1,0,1,alive,use,207,275.8,,1.84,2,1.82,1.89,327.2,634.6,961.8,283,
1101,,HEPU,111,HEPU_111,Waratah2011,1.4,1.4,15-Jun-12,start,3,1,2012,2012,2,1,2,alive,,,,,0.35,,,0.35,,,,,
1102,,HEPU,111,HEPU_111,Waratah2011,1.4,1.4,13-Jun-13,end,18,,2013,2013,2,1,2,alive,,50.3,123.2,,0.92,,,0.92,120.2,358.8,479,,
1103,,HEPU,111,HEPU_111,Waratah2011,1.4,1.4,15-Jun-12,start,3,1,2012,2012,3,2,3,alive,,,,,,,,,,,,,
1104,,HEPU,111,HEPU_111,Waratah2011,1.4,1.4,13-Jun-13,end,18,,2013,2013,3,2,3,alive,,69.9,235.6,,0.83,,,0.83,69.9,235.6,305.5,,
1105,,HEPU,112,HEPU_112,Waratah2011,1.4,1.4,15-Jun-12,start,3,1,2012,2012,1,0,1,alive,use,,,,0.98,,,0.98,,,,157,
1106,,HEPU,112,HEPU_112,Waratah2011,1.4,1.4,13-Jun-13,end,18,,2013,2013,1,0,1,alive,use,70.7,0,,1.88,1.64,1.84,1.79,194.4,310.8,505.2,441,
1107,,HEPU,112,HEPU_112,Waratah2011,1.4,1.4,15-Jun-12,start,3,1,2012,2012,2,1,2,alive,,,,,0.7,,,0.7,,,,,
1108,,HEPU,112,HEPU_112,Waratah2011,1.4,1.4,13-Jun-13,end,18,,2013,2013,2,1,2,alive,,89.5,211.2,,1.2,,,1.2,123.7,310.8,434.5,,
1109,,HEPU,112,HEPU_112,Waratah2011,1.4,1.4,15-Jun-12,start,3,1,2012,2012,3,2,3,alive,,,,,,,,,,,,,
1110,,HEPU,112,HEPU_112,Waratah2011,1.4,1.4,13-Jun-13,end,18,,2013,2013,3,2,3,alive,,34.2,99.6,,0.67,,,0.67,34.2,99.6,133.8,,
1111,,HEPU,113,HEPU_113,Waratah2011,1.4,1.4,2-Nov-12,start,9,0.6,2012,2012,1,0,1,alive,use,,,,0.88,0.81,0.85,0.85,,,,88,
1112,,HEPU,113,HEPU_113,Waratah2011,1.4,1.4,13-Jun-13,end,18,,2013,2013,1,0,1,alive,use,98,158.9,,1.49,1.31,1.38,1.39,137,236.7,373.7,137,
1113,,HEPU,113,HEPU_113,Waratah2011,1.4,1.4,2-Nov-12,start,9,0.6,2012,2012,2,1,2,alive,,,,,0.67,,,0.67,,,,,
1114,,HEPU,113,HEPU_113,Waratah2011,1.4,1.4,13-Jun-13,end,18,,2013,2013,2,1,2,alive,,39,77.8,,0.73,,,0.73,39,77.8,116.8,,
1115,,LEES,102,LEES_102,Waratah2011,1.4,1.4,3-May-12,start,2,1,2012,2012,1,0,1,alive,use,,,,0.32,,,0.32,,,,30,
1116,,LEES,102,LEES_102,Waratah2011,1.4,1.4,31-May-13,end,17,,2013,2013,1,0,1,alive,use,26.1,44.8,,0.77,0.75,0.86,0.79,30.5,78.9,109.4,73,
1117,,LEES,102,LEES_102,Waratah2011,1.4,1.4,3-May-12,start,2,1,2012,2012,2,1,2,alive,,,,,,,,,,,,,
1118,,LEES,102,LEES_102,Waratah2011,1.4,1.4,31-May-13,end,17,,2013,2013,2,1,2,alive,,4.4,34.1,,0.59,,,0.59,4.4,34.1,38.5,,"numbers a bit unusual, so compared bags and map and all looks good"
1119,,LEES,110,LEES_110,Waratah2011,1.4,1.4,15-Jun-12,start,3,1,2012,2012,1,0,1,alive,use,,,,0.51,,,0.51,,,,35,possible LEMC
1120,,LEES,110,LEES_110,Waratah2011,1.4,1.4,13-Jun-13,end,18,,2013,2013,1,0,1,alive,use,45.1,28.1,,1.4,1.42,1.37,1.4,112.1,197,309.1,126,possible LEMC
1121,,LEES,110,LEES_110,Waratah2011,1.4,1.4,15-Jun-12,start,3,1,2012,2012,2,1,2,alive,,,,,,,,,,,,,possible LEMC
1122,,LEES,110,LEES_110,Waratah2011,1.4,1.4,13-Jun-13,end,18,,2013,2013,2,1,2,alive,,49.1,123.4,,1.08,,,1.08,67,168.9,235.9,,possible LEMC
1123,,LEES,110,LEES_110,Waratah2011,1.4,1.4,15-Jun-12,start,3,1,2012,2012,3,2,3,alive,,,,,,,,,,,,,possible LEMC
1124,,LEES,110,LEES_110,Waratah2011,1.4,1.4,13-Jun-13,end,18,,2013,2013,3,2,3,alive,,17.9,45.5,,0.84,,,0.84,17.9,45.5,63.4,,possible LEMC
1125,3496,LEES,114,LEES_114,Waratah2011,1.4,1.4,9-Aug-12,start,5,0.8,2012,2012,1,0,1,alive,use,,,,0.56,,,0.56,,,,45,
1126,1496,LEES,114,LEES_114,Waratah2011,1.4,1.4,4-Jun-13,end,17,,2013,2013,1,0,1,alive,use,50,68.2,,1.1,1.11,1.1,1.1,58.5,95,153.5,69,
1127,3495,LEES,114,LEES_114,Waratah2011,1.4,1.4,9-Aug-12,start,5,0.8,2012,2012,2,1,2,alive,,,,,,,,,,,,,
1128,1495,LEES,114,LEES_114,Waratah2011,1.4,1.4,4-Jun-13,end,17,,2013,2013,2,1,2,alive,,8.5,26.8,,0.7,,,0.7,8.5,26.8,35.3,,
1129,,PELA,103,PELA_103,Waratah2011,1.4,1.4,4-May-12,start,2,1,2012,2012,1,0,1,alive,use,,,,1.41,,,1.41,,,,42,
1130,,PELA,103,PELA_103,Waratah2011,1.4,1.4,31-May-13,end,17,,2013,2013,1,0,1,alive,use,80.2,129.6,,1.83,1.89,2.07,1.93,163.1,1078.8,1241.9,90,
1131,,PELA,103,PELA_103,Waratah2011,1.4,1.4,4-May-12,start,2,1,2012,2012,2,1,2,alive,,,,,,,,,,,,,
1132,,PELA,103,PELA_103,Waratah2011,1.4,1.4,31-May-13,end,17,,2013,2013,2,1,2,alive,,82.9,949.2,,1.69,,,1.69,82.9,949.2,1032.1,,
1133,3474,PELA,104,PELA_104,Waratah2011,1.4,1.4,4-May-12,start,2,1,2012,2012,1,0,1,alive,use,,,,1.11,,,1.11,,,,28,
1134,1474,PELA,104,PELA_104,Waratah2011,1.4,1.4,4-Jun-13,end,17,,2013,2013,1,0,1,alive,use,30.6,60,,1.15,1.27,1.2,1.21,30.6,60,90.6,38,
1135,3146,PELA,108,PELA_108,Waratah2011,1.4,1.4,4-May-12,start,2,1,2012,2012,1,0,1,alive,use,,,,1.05,,,0.89,,,,32,
1136,1146,PELA,108,PELA_108,Waratah2011,1.4,1.4,4-Jun-13,end,17,,2013,2013,1,0,1,alive,use,43,11.6,,1.7,1.71,1.73,1.71,93.4,386.7,480.1,70,check diameter on sheet
1137,1141,PELA,108,PELA_108,Waratah2011,1.4,1.4,4-Jun-13,end,17,,2013,2013,2,1,2,alive,,50.4,375.1,,1.48,,,1.48,50.4,375.1,425.5,,
1138,,PELA,113,PELA_113,Waratah2011,1.4,1.4,15-Jun-12,start,3,1,2012,2012,1,0,1,alive,use,,,,1.54,,,1.54,,,,34,
1139,,PELA,113,PELA_113,Waratah2011,1.4,1.4,13-Jun-13,end,18,,2013,2013,1,0,1,alive,use,61.5,58.9,,2.56,2.31,2.2,,61.5,58.9,120.4,30,previous measure too big (maybe included leaf bases?); measured dry = 1.78 and scaled up by 10%
1140,,PELA,118,PELA_118,Waratah2011,1.4,1.4,30-Aug-12,start,6,0.8,2012,2012,1,0,1,alive,use,,,,1.45,,,1.45,,,,31,
1141,,PELA,118,PELA_118,Waratah2011,1.4,1.4,13-Jun-13,end,18,,2013,2013,1,0,1,alive,use,34.6,7.7,,1.89,1.77,1.82,1.83,76.9,335.8,412.7,61,
1142,,PELA,118,PELA_118,Waratah2011,1.4,1.4,30-Aug-12,start,6,0.8,2012,2012,2,1,2,alive,,,,,,,,,,,,,
1143,,PELA,118,PELA_118,Waratah2011,1.4,1.4,13-Jun-13,end,18,,2013,2013,2,1,2,alive,,42.3,328.1,,1.92,,,1.92,42.3,328.1,370.4,,
1144,,PELA,120,PELA_120,Waratah2011,1.4,1.4,2-Nov-12,start,9,0.6,2012,2012,1,0,1,alive,use,,,,1.65,1.51,1.51,1.56,,,,43,
1145,,PELA,120,PELA_120,Waratah2011,1.4,1.4,13-Jun-13,end,18,,2013,2013,1,0,1,alive,use,74.6,550.9,,1.74,1.69,1.61,1.68,74.6,550.9,625.5,46,
1146,3550,PELA,122,PELA_122,Waratah2011,1.4,1.4,2-Nov-12,start,9,0.6,2012,2012,1,0,1,alive,use,,,,1.47,1.45,1.57,1.5,,,,47,
1147,1550,PELA,122,PELA_122,Waratah2011,1.4,1.4,4-Jun-13,end,17,,2013,2013,1,0,1,alive,use,78.9,93,,1.55,1.62,1.66,1.61,100.3,188.2,288.5,60,
1148,3549,PELA,122,PELA_122,Waratah2011,1.4,1.4,2-Nov-12,start,9,0.6,2012,2012,2,1,2,alive,,,,,,,,,,,,,
1149,1549,PELA,122,PELA_122,Waratah2011,1.4,1.4,4-Jun-13,end,17,,2013,2013,2,1,2,alive,,21.4,95.2,,1.3,,,1.3,21.4,95.2,116.6,,
1150,,xx,101,PHPH_101,Waratah2011,1.4,1.4,3-May-12,start,2,1,2012,2012,1,0,1,alive,do_not_use,,,,0.78,,,0.78,,,,,
1151,,xx,101,PHPH_101,Waratah2011,1.4,1.4,31-May-13,end,17,,2013,2013,1,0,1,alive,do_not_use,172.3,171.7,,1.64,1.84,1.63,1.7,229,364,593,200,"bag says PHPH, but different species"
1152,,xx,101,PHPH_101,Waratah2011,1.4,1.4,3-May-12,start,2,1,2012,2012,2,1,2,alive,,,,,,,,,,,,,
1153,,xx,101,PHPH_101,Waratah2011,1.4,1.4,31-May-13,end,17,,2013,2013,2,1,2,alive,,37.7,112.4,,1.08,,,1.08,56.7,192.3,249,,"bag says PHPH, but different species"
1154,,xx,101,PHPH_101,Waratah2011,1.4,1.4,3-May-12,start,2,1,2012,2012,3,2,3,alive,,,,,,,,,,,,,
1155,,xx,101,PHPH_101,Waratah2011,1.4,1.4,31-May-13,end,17,,2013,2013,3,2,3,alive,,19,79.9,,0.86,,,0.86,19,79.9,98.9,,"bag says PHPH, but different species"
1156,,xx,103,PHPH_103,Waratah2011,1.4,1.4,3-May-12,start,2,1,2012,2012,1,0,1,alive,do_not_use,,,,1.32,,,1.32,,,,,
1157,,xx,103,PHPH_103,Waratah2011,1.4,1.4,31-May-13,end,17,,2013,2013,1,0,1,alive,do_not_use,503.6,569.1,,2.84,2.88,2.71,2.81,765.1,903.2,1668.3,180,"bag says PHPH, but different species"
1158,3543,xx,103,PHPH_103,Waratah2011,1.4,1.4,3-May-12,start,2,1,2012,2012,2,1,2,alive,,,,,,,,,,,,,
1159,,xx,103,PHPH_103,Waratah2011,1.4,1.4,3-May-12,start,2,1,2012,2012,2,1,2,alive,,,,,0.56,,,0.56,,,,,
1160,,xx,103,PHPH_103,Waratah2011,1.4,1.4,31-May-13,end,17,,2013,2013,2,1,2,alive,,261.5,334.1,,1.76,,,1.76,261.5,334.1,595.6,,"bag says PHPH, but different species"
1161,1543,xx,103,PHPH_103,Waratah2011,1.4,1.4,4-Jun-13,end,17,,2013,2013,2,1,2,alive,,33.7,133.7,,0.9,,,0.9,33.7,133.7,167.4,,"bag says COER, but different species"
1162,,xx,104,PHPH_104,Waratah2011,1.4,1.4,3-May-12,start,2,1,2012,2012,1,0,1,alive,do_not_use,,,,,,,,,,,,
1163,,xx,104,PHPH_104,Waratah2011,1.4,1.4,31-May-13,end,17,,2013,2013,1,0,1,alive,do_not_use,434.8,639.9,,2.36,2.07,2.16,2.2,513.1,832,1345.1,215,"bag says PHPH, but different species"
1164,,xx,104,PHPH_104,Waratah2011,1.4,1.4,3-May-12,start,2,1,2012,2012,2,1,2,alive,,,,,,,,,,,,,
1165,,xx,104,PHPH_104,Waratah2011,1.4,1.4,31-May-13,end,17,,2013,2013,2,1,2,alive,,78.3,192.1,,1.18,,,1.18,78.3,192.1,270.4,,"bag says PHPH, but different species"
1166,3219,xx,111,PHPH_111,Waratah2011,1.4,1.4,30-Aug-12,start,6,0.8,2012,2012,1,0,1,alive,do_not_use,,,,1.33,,,1.33,,,,,
1167,1219,xx,111,PHPH_111,Waratah2011,1.4,1.4,31-May-13,end,17,,2013,2013,1,0,1,alive,do_not_use,403.2,553,,2.83,2.79,2.51,2.71,597.3,883.5,1480.8,285,"bag says PHPH, but different species"
1168,3307,xx,111,PHPH_111,Waratah2011,1.4,1.4,30-Aug-12,start,6,0.8,2012,2012,2,1,2,alive,,,,,0.79,,,0.79,,,,,
1169,1307,xx,111,PHPH_111,Waratah2011,1.4,1.4,31-May-13,end,17,,2013,2013,2,1,2,alive,,178.5,266.6,,1.45,,,1.45,194.1,330.5,524.6,,"bag says PHPH, but different species"
1170,3218,xx,111,PHPH_111,Waratah2011,1.4,1.4,30-Aug-12,start,6,0.8,2012,2012,3,2,3,alive,,,,,,,,,,,,,
1171,1218,xx,111,PHPH_111,Waratah2011,1.4,1.4,31-May-13,end,17,,2013,2013,3,2,3,alive,,15.6,63.9,,0.66,,,0.66,15.6,63.9,79.5,,"if odd, maybe 1561; bag says PHPH, but different species"
1172,,xx,112,PHPH_112,Waratah2011,1.4,1.4,2-Nov-12,start,9,0.6,2012,2012,1,0,1,alive,do_not_use,,,,1.18,,,1.18,,,,,
1173,,xx,112,PHPH_112,Waratah2011,1.4,1.4,13-Jun-13,end,18,,2013,2013,1,0,1,alive,do_not_use,239.9,170.2,,2.28,2.31,2.34,2.31,451.5,686.2,1137.7,328,"bag says PHPH, but different species"
1174,,xx,112,PHPH_112,Waratah2011,1.4,1.4,2-Nov-12,start,9,0.6,2012,2012,2,1,2,alive,,,,,0.6,,,0.6,,,,,
1175,,xx,112,PHPH_112,Waratah2011,1.4,1.4,13-Jun-13,end,18,,2013,2013,2,1,2,alive,,195.9,477.2,,1.3,,,1.3,211.6,516,727.6,,"bag says PHPH, but different species"
1176,,xx,112,PHPH_112,Waratah2011,1.4,1.4,2-Nov-12,start,9,0.6,2012,2012,3,2,3,alive,,,,,,,,,,,,,
1177,,xx,112,PHPH_112,Waratah2011,1.4,1.4,13-Jun-13,end,18,,2013,2013,3,2,3,alive,,15.7,38.8,,0.79,,,0.79,15.7,38.8,54.5,,"bag says PHPH, but different species"
1178,,PILI,102,PILI_102,Waratah2011,1.4,1.4,4-May-12,start,2,1,2012,2012,1,0,1,alive,use,,,,0.28,,,0.28,,,,34,
1179,,PILI,102,PILI_102,Waratah2011,1.4,1.4,31-May-13,end,17,,2013,2013,1,0,1,alive,use,25.8,10.5,,0.83,0.83,0.82,0.83,28.1,24.5,52.6,60,
1180,,PILI,102,PILI_102,Waratah2011,1.4,1.4,4-May-12,start,2,1,2012,2012,2,1,2,alive,,,,,,,,,,,,,
1181,,PILI,102,PILI_102,Waratah2011,1.4,1.4,31-May-13,end,17,,2013,2013,2,1,2,alive,,2.3,14,,0.5,,,0.5,2.3,14,16.3,,
1182,,PILI,105,PILI_105,Waratah2011,1.4,1.4,4-May-12,start,2,1,2012,2012,1,0,1,alive,use,,,,0.65,,,0.65,,,,62,
1183,,PILI,105,PILI_105,Waratah2011,1.4,1.4,31-May-13,end,17,,2013,2013,1,0,1,alive,use,202.5,165.6,,1.96,1.84,1.82,1.87,320.5,276.2,596.7,275,
1184,,PILI,105,PILI_105,Waratah2011,1.4,1.4,4-May-12,start,2,1,2012,2012,2,1,2,alive,,,,,0.25,,,0.25,,,,,
1185,,PILI,105,PILI_105,Waratah2011,1.4,1.4,31-May-13,end,17,,2013,2013,2,1,2,alive,,118,110.6,,1,,,1,118,110.6,228.6,,
